iteration\bike_number,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,, fitness_number,
21,9,2,5,21,20,15,3,6,17,12,4,13,19,16,10,11,18,7,8,14,954,
320,12,6,18,17,11,2,8,3,4,9,19,10,7,1,13,21,14,15,16,5,954,
47,14,13,6,10,11,1,15,3,19,12,4,18,2,8,20,5,9,17,16,21,954,
514,16,19,6,17,11,5,20,2,9,13,8,21,18,7,3,15,12,4,10,1,954,
621,7,19,11,3,20,8,15,9,16,4,17,2,6,14,12,5,13,10,18,1,954,
715,8,12,5,21,10,9,18,16,13,6,7,19,4,11,17,3,14,20,1,2,954,
821,7,19,11,3,20,8,15,9,16,4,17,2,6,14,12,5,13,10,18,1,954,
911,7,15,8,2,4,12,17,18,16,21,10,19,6,9,5,13,3,1,20,14,954,
1015,8,12,5,21,10,9,18,16,13,6,7,19,4,11,17,3,14,20,1,2,954,
1115,8,12,5,21,10,9,18,16,13,6,7,19,4,11,17,3,14,20,1,2,954,
