iteration\bike_number,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,, fitness_number,
22,1,19,12,10,18,13,11,20,21,4,6,14,9,8,5,16,15,3,17,7,954,
36,8,3,14,13,20,17,18,11,1,9,2,4,21,7,12,19,10,16,15,5,954,
413,2,19,5,15,1,9,4,12,20,10,16,8,6,11,21,17,14,7,3,18,954,
518,14,10,7,1,4,5,17,6,20,11,21,3,16,8,19,12,15,2,13,9,954,
616,1,8,3,2,5,20,12,18,11,9,19,6,14,13,7,21,17,4,10,15,954,
713,2,19,5,15,1,9,4,12,20,10,16,8,6,11,21,17,14,7,3,18,954,
812,8,10,7,21,2,1,11,20,4,19,16,17,9,6,14,15,18,13,3,5,954,
91,10,18,7,17,4,9,15,11,8,14,19,3,6,20,12,5,13,16,2,21,954,
1013,2,19,5,15,1,9,4,12,20,10,16,8,6,11,21,17,14,7,3,18,954,
1115,12,11,2,16,17,6,9,4,21,20,3,5,10,13,8,1,18,19,14,7,954,
