iteration\bike_number,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,, fitness_number,
1,19,40,40,25,80,27,36,44,40,40,25,12,80,40,56,36,40,18,66,33,-367,
2,44,40,40,12,66,38,22,18,40,40,58,35,80,24,54,40,40,17,77,14,-381,
3,40,36,40,51,80,35,29,60,40,21,29,40,80,37,36,40,29,23,20,34,-479,
4,57,40,36,45,80,36,47,6,40,22,3,40,80,40,54,40,9,30,37,58,-424,
5,33,40,40,49,80,40,5,29,40,39,40,15,77,40,42,40,29,38,43,41,-412,
6,33,40,40,49,80,40,5,29,40,39,40,15,77,40,42,40,29,38,43,41,-412,
7,35,15,23,50,80,32,20,60,7,21,32,26,76,40,56,34,40,24,69,60,-429,
8,57,40,36,45,80,39,47,5,40,22,3,37,80,40,49,40,9,30,43,58,-424,
9,57,40,36,45,80,39,47,5,40,22,3,37,80,40,49,40,9,30,43,58,-424,
10,60,40,36,13,78,40,22,60,16,0,22,29,80,40,48,40,40,22,80,34,-421,
11,60,40,36,13,78,40,22,60,16,0,22,29,80,40,48,40,40,22,80,34,-421,
12,60,40,36,13,78,40,22,60,16,0,22,29,80,40,48,40,40,22,80,34,-421,
13,60,40,37,13,73,40,25,60,16,1,22,29,80,40,48,40,40,22,80,34,-446,
14,60,40,37,13,73,40,25,60,16,1,22,29,80,40,48,40,40,22,80,34,-446,
15,60,40,37,13,73,40,25,60,16,1,22,29,80,40,48,40,40,22,80,34,-446,
16,60,40,37,13,73,40,25,60,16,1,22,29,80,40,48,40,40,22,80,34,-446,
17,60,40,37,13,73,40,25,60,16,1,22,29,80,40,48,40,40,22,80,34,-446,
18,60,40,37,13,73,40,25,60,16,1,22,29,80,40,48,40,40,22,80,34,-446,
19,60,40,37,13,73,40,25,60,16,1,22,29,80,40,48,40,40,22,80,34,-446,
20,34,40,40,50,80,40,5,29,40,39,23,16,77,40,42,40,27,40,43,55,-444,
21,34,40,40,50,80,40,6,29,40,40,23,16,77,40,42,40,25,40,43,55,-444,
22,34,40,40,50,80,40,5,29,40,39,23,16,77,40,42,40,27,40,43,55,-444,
23,34,40,40,50,80,40,5,29,40,39,22,15,77,40,43,40,29,40,44,53,-444,
24,34,40,40,50,80,40,6,29,40,40,23,15,77,40,42,40,26,40,43,55,-444,
25,34,40,40,50,80,40,5,29,40,39,24,16,77,40,42,40,27,40,42,55,-444,
26,37,40,40,50,80,40,6,29,40,40,23,15,77,40,42,40,26,40,43,52,-444,
27,34,40,40,50,80,40,6,29,40,40,23,16,77,40,42,40,25,40,43,55,-444,
28,34,40,40,50,80,40,6,29,40,40,23,16,77,40,42,40,25,40,43,55,-444,
29,34,40,40,49,80,40,6,29,40,40,23,15,77,40,40,40,29,40,43,55,-444,
30,34,40,40,50,80,40,6,29,40,40,23,16,77,40,42,40,25,40,43,55,-444,
31,34,40,40,50,80,40,6,29,40,40,23,16,77,40,42,40,25,40,43,55,-444,
32,34,40,40,50,80,40,6,29,40,40,23,31,77,40,42,40,25,40,43,40,-477,
33,34,40,40,50,80,40,6,29,40,40,23,31,77,40,42,40,25,40,43,40,-477,
34,34,40,40,50,80,40,6,29,40,40,23,31,77,40,42,40,25,40,43,40,-477,
35,34,40,40,50,80,40,6,29,40,40,23,31,77,40,42,40,25,40,43,40,-477,
36,34,40,40,49,80,40,6,29,40,40,23,15,77,40,40,40,29,40,43,55,-444,
37,34,40,40,50,80,40,6,27,40,39,23,16,77,40,42,40,28,40,43,55,-444,
