iteration\bike_number,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,, fitness_number,
1,30,40,40,60,80,40,56,10,40,40,47,3,33,40,35,39,31,39,80,9,-389,
2,56,40,18,12,80,24,34,51,40,33,31,40,76,40,34,25,40,40,65,17,-400,
3,43,35,40,49,80,40,31,55,37,39,28,40,80,40,27,17,16,24,80,0,-399,
4,34,40,40,46,58,40,57,54,40,12,54,40,66,26,47,16,4,40,80,6,-411,
5,49,32,11,26,80,34,60,60,19,31,58,30,80,4,33,40,40,13,60,40,-406,
6,35,40,40,60,80,40,31,29,28,38,50,40,7,32,52,37,8,40,80,33,-429,
7,58,40,40,17,39,30,43,31,36,40,22,40,80,40,59,40,8,4,80,53,-433,
8,37,40,39,17,39,29,43,31,39,40,22,40,80,40,60,28,40,3,80,53,-454,
9,37,40,39,17,39,29,43,31,39,40,22,40,80,40,60,28,40,3,80,53,-454,
10,37,40,39,17,39,29,43,31,39,40,22,40,80,40,60,28,40,3,80,53,-454,
11,35,40,40,60,80,40,31,29,28,38,50,40,7,32,52,37,8,40,80,33,-429,
12,37,40,40,17,39,29,43,31,39,40,22,40,80,40,59,29,40,3,80,52,-454,
13,37,40,39,17,39,29,42,31,40,40,22,40,80,40,60,28,40,3,80,53,-454,
14,56,40,18,19,80,30,34,52,40,33,24,40,76,40,34,25,40,40,65,14,-434,
15,56,40,18,19,80,30,34,52,40,33,24,40,76,40,34,25,40,40,65,14,-434,
16,37,40,39,13,43,29,43,31,40,40,22,40,80,40,59,29,40,3,80,52,-454,
17,37,40,39,13,43,29,43,31,40,40,22,40,80,40,59,29,40,3,80,52,-454,
18,37,40,39,13,43,29,43,31,40,40,22,40,80,40,59,29,40,3,80,52,-454,
19,37,40,39,13,43,29,43,31,40,40,22,40,80,40,59,29,40,3,80,52,-454,
20,37,40,39,13,43,29,43,31,40,40,22,40,80,40,59,29,40,3,80,52,-454,
21,37,40,39,13,43,29,43,31,40,40,22,40,80,40,59,29,40,3,80,52,-454,
22,36,40,39,17,40,29,43,31,39,40,22,40,80,40,59,29,40,3,80,53,-454,
23,35,40,40,60,80,40,31,29,28,38,50,40,7,30,52,40,8,40,80,32,-429,
24,37,40,38,17,39,30,45,30,40,36,25,40,80,40,60,28,40,2,80,53,-454,
25,37,40,39,17,39,29,43,31,40,40,22,40,80,40,60,28,40,2,80,53,-454,
26,34,40,38,17,39,29,45,30,40,36,29,40,80,40,60,28,40,2,80,53,-454,
27,37,40,39,17,39,29,42,30,40,40,21,40,80,40,60,28,40,5,80,53,-454,
28,34,40,38,17,39,29,45,30,40,36,29,40,80,40,60,28,40,2,80,53,-454,
29,37,40,39,17,39,29,43,31,40,40,22,40,80,40,60,28,40,2,80,53,-454,
30,37,40,39,17,39,29,43,31,40,40,22,40,80,40,60,28,40,2,80,53,-454,
31,37,40,39,17,39,29,43,31,40,40,22,40,80,40,60,28,40,2,80,53,-454,
32,37,40,39,17,39,29,43,31,40,40,22,40,80,40,60,28,40,2,80,53,-454,
33,36,40,39,17,40,29,43,31,40,40,22,40,80,40,60,28,40,2,80,53,-454,
34,37,40,39,17,39,29,43,31,40,40,22,40,80,40,60,28,40,2,80,53,-454,
35,37,40,39,17,39,29,43,31,40,40,22,40,80,40,60,28,40,2,80,53,-454,
36,37,40,36,18,39,34,40,31,40,40,22,40,80,40,60,28,40,2,80,53,-454,
37,37,40,39,17,39,29,43,31,40,40,22,40,80,40,60,28,40,2,80,53,-454,
38,37,40,40,17,39,29,43,31,39,40,22,40,80,40,60,28,40,2,80,53,-454,
39,37,40,39,17,39,34,43,0,40,40,22,40,80,40,60,28,40,29,80,52,-467,
40,37,40,39,17,39,34,43,0,40,40,22,40,80,40,60,28,40,29,80,52,-467,
41,37,40,39,17,39,34,43,0,40,40,22,40,80,40,60,28,40,29,80,52,-467,
42,37,40,39,17,39,34,43,0,40,40,22,40,80,40,60,28,40,29,80,52,-467,
43,37,40,39,17,39,34,43,0,40,40,22,40,80,40,60,28,40,29,80,52,-467,
44,37,40,39,17,39,35,43,0,40,40,21,40,80,40,60,28,40,29,80,52,-467,
45,37,40,36,17,39,34,43,3,40,40,22,40,80,40,60,28,40,29,80,52,-467,
46,37,40,39,17,39,34,43,0,40,40,22,40,80,40,60,28,40,29,80,52,-467,
47,37,40,39,17,39,34,43,0,40,40,22,40,80,40,60,28,40,29,80,52,-467,
48,37,40,39,17,39,34,43,0,40,40,22,40,80,40,60,28,40,29,80,52,-467,
