iteration\bike_number,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,, fitness_number,
236,40,20,34,80,40,60,30,38,18,60,23,21,29,46,38,29,23,77,57,-448,
336,40,20,34,80,40,60,30,38,18,60,23,21,29,46,38,29,23,77,57,-448,
453,40,40,42,63,39,60,51,17,40,14,10,80,40,24,38,40,40,37,32,-379,
536,40,20,33,80,40,60,30,40,18,60,23,21,29,46,38,29,23,77,57,-448,
648,40,29,51,74,29,10,51,16,25,44,40,37,25,60,30,29,25,77,60,-454,
736,40,20,34,80,40,60,29,40,17,60,23,21,29,46,38,29,23,78,57,-448,
836,40,20,34,80,40,60,29,40,17,60,23,21,29,46,38,29,23,78,57,-448,
936,40,19,34,80,40,60,32,33,18,60,23,42,29,47,38,40,22,50,57,-448,
1048,40,40,52,73,34,21,44,16,25,44,40,37,26,39,30,29,25,77,60,-454,
1148,40,29,48,74,29,10,51,16,25,45,40,37,25,60,30,29,26,78,60,-454,
1248,40,29,48,74,29,10,51,16,25,45,40,37,25,60,30,29,26,78,60,-454,
1348,11,40,53,73,34,10,44,40,25,44,40,37,38,39,30,29,25,80,60,-452,
1448,40,26,48,74,29,13,51,16,25,45,40,37,25,60,30,29,26,78,60,-454,
1548,40,26,48,74,29,13,51,16,25,45,40,37,25,60,30,29,26,78,60,-454,
1644,40,21,50,69,40,52,41,40,40,24,36,55,39,33,18,40,40,50,28,-478,
1744,40,21,50,69,40,52,41,40,40,24,36,55,39,33,18,40,40,50,28,-478,
1844,40,21,50,69,40,52,41,40,40,24,36,55,39,33,18,40,40,50,28,-478,
1936,40,20,37,80,35,60,33,33,20,58,23,42,31,46,37,40,22,50,57,-469,
2036,40,20,37,80,35,60,33,33,20,58,23,42,31,46,37,40,22,50,57,-469,
2136,40,20,37,80,35,60,33,33,20,58,23,42,31,46,37,40,22,50,57,-469,
2236,40,20,37,80,35,60,33,33,20,58,23,42,31,46,37,40,22,50,57,-469,
2344,40,21,50,69,40,52,41,40,40,24,36,54,38,33,19,40,40,50,29,-478,
2444,40,21,49,69,40,53,41,40,40,24,36,54,38,33,19,40,40,50,29,-478,
2544,40,21,51,69,40,52,38,40,40,24,36,55,38,34,19,40,40,50,29,-478,
2644,40,21,51,69,40,52,38,40,40,24,36,55,38,34,19,40,40,50,29,-478,
2744,40,21,51,69,40,52,38,40,40,24,36,55,38,34,19,40,40,50,29,-478,
2843,40,21,50,69,40,52,41,40,40,24,36,55,38,33,19,40,40,50,29,-478,
2936,40,20,37,80,35,60,33,33,20,58,23,42,31,46,37,40,22,50,57,-469,
3044,40,20,50,69,40,52,38,40,40,24,36,57,39,33,19,40,40,50,29,-478,
3143,40,22,50,69,40,52,38,40,38,25,36,57,39,33,19,40,40,50,29,-478,
3243,40,22,50,69,40,52,38,40,38,25,36,57,39,33,19,40,40,50,29,-478,
3343,40,26,48,68,40,52,41,40,40,24,36,54,38,33,19,40,40,49,29,-478,
3444,40,22,50,69,40,55,38,40,38,24,36,54,39,33,19,40,40,50,29,-478,
3544,40,21,50,69,40,52,37,40,40,24,36,57,39,33,19,40,40,50,29,-478,
3644,40,22,50,69,40,55,38,40,38,24,36,54,39,33,19,40,40,50,29,-478,
3740,40,26,48,68,40,52,41,40,40,27,36,54,38,33,19,40,40,49,29,-478,
3843,40,21,51,69,40,52,41,40,38,23,36,55,38,34,19,40,40,52,28,-478,
3944,40,20,48,69,40,53,41,40,40,24,36,55,38,33,20,40,40,50,29,-478,
4035,40,21,50,69,39,59,37,40,37,24,39,58,39,33,19,40,40,50,31,-478,
4144,40,20,48,69,40,53,41,40,40,24,36,55,38,33,20,40,40,50,29,-478,
4244,40,20,48,69,40,53,41,40,40,24,36,55,38,33,20,40,40,50,29,-478,
4340,40,26,47,68,40,52,41,40,40,27,36,54,39,33,19,40,40,49,29,-478,
4435,40,21,50,69,39,59,37,40,37,24,39,58,39,33,19,40,40,50,31,-478,
4544,40,20,48,69,40,53,41,40,40,24,36,55,38,33,20,40,40,50,29,-478,
4644,40,21,50,69,40,55,38,40,38,24,40,54,36,33,19,40,40,50,29,-478,
4740,40,27,51,68,40,52,40,40,38,27,36,53,38,33,19,40,40,49,29,-478,
4840,40,26,48,68,40,52,41,40,40,27,36,54,38,33,19,40,40,49,29,-478,
4944,40,20,48,70,40,51,40,40,40,27,36,52,40,33,20,40,40,50,29,-478,
5040,40,26,48,68,40,52,42,40,40,26,36,54,38,33,19,40,40,49,29,-478,
5144,40,20,48,70,40,51,40,40,40,24,36,55,40,33,20,40,40,50,29,-478,
5240,40,21,48,67,40,59,41,40,40,27,35,54,33,33,19,40,40,54,29,-478,
5340,40,26,51,67,40,51,41,40,38,27,36,53,40,33,19,40,40,49,29,-478,
5440,40,26,47,68,40,52,41,40,40,27,36,54,40,33,19,40,40,48,29,-478,
5540,40,21,48,67,40,59,41,40,40,27,35,54,33,33,19,40,40,54,29,-478,
5640,40,26,47,68,40,52,41,40,40,27,36,54,40,33,19,40,40,48,29,-478,
5743,40,21,50,69,40,55,37,40,34,24,36,54,40,38,19,40,40,51,29,-478,
5840,40,26,47,68,40,52,41,40,40,27,36,54,40,33,19,40,40,48,29,-478,
5940,40,25,47,68,40,52,42,40,40,27,36,54,40,33,19,40,40,48,29,-478,
6040,40,26,47,68,40,52,41,40,40,27,36,54,40,33,19,40,40,48,29,-478,
6140,40,21,48,68,40,60,41,40,37,27,36,54,33,33,19,40,40,54,29,-478,
6240,40,21,48,67,40,59,41,40,40,27,35,54,33,33,19,40,40,54,29,-478,
6340,40,26,46,68,40,52,41,40,40,28,36,54,40,33,19,40,40,48,29,-478,
6440,40,26,48,67,40,52,41,40,40,27,35,54,40,33,19,40,40,49,29,-478,
6540,40,21,48,67,40,59,41,40,40,27,35,54,33,33,19,40,40,54,29,-478,
6640,40,27,48,66,40,52,41,40,40,27,36,54,40,33,19,40,40,48,29,-478,
6741,40,26,47,68,40,52,41,40,40,27,36,41,40,33,28,40,40,51,29,-502,
6840,40,26,47,68,40,52,41,40,40,27,36,54,40,33,18,40,40,48,30,-478,
6940,40,26,48,67,40,52,41,40,40,27,36,54,40,33,19,40,40,48,29,-478,
7040,40,21,48,67,40,59,41,40,40,27,35,54,33,33,19,40,40,54,29,-478,
7144,40,27,48,70,40,53,40,40,40,24,27,55,40,33,20,40,40,50,29,-478,
7240,40,26,47,68,40,52,41,40,40,27,36,54,40,33,18,40,40,48,30,-478,
7341,40,21,48,67,40,59,41,40,40,27,34,55,33,33,16,40,40,56,29,-478,
7440,40,25,51,68,40,52,41,40,40,24,36,54,40,33,19,40,40,48,29,-478,
7540,40,26,47,68,40,52,41,40,40,27,36,54,40,33,18,40,40,48,30,-478,
7640,40,26,47,67,40,52,41,40,40,28,39,54,40,33,16,40,40,48,29,-478,
7740,40,26,48,67,40,52,41,40,40,27,36,54,40,33,19,40,40,48,29,-478,
7840,40,26,47,67,40,52,41,40,40,28,39,54,40,33,16,40,40,48,29,-478,
7940,40,26,48,67,40,52,41,40,40,27,36,54,40,33,19,40,40,48,29,-478,
8040,40,26,48,67,40,52,41,40,40,27,36,54,40,33,19,40,40,48,29,-478,
8140,40,26,48,67,40,52,41,40,40,27,36,54,40,33,19,40,40,48,29,-478,
8240,40,26,47,68,40,52,41,40,40,27,36,54,40,33,19,40,40,47,30,-478,
8340,40,26,47,68,40,53,41,40,40,27,36,53,40,33,18,40,40,48,30,-478,
8440,40,26,48,67,40,52,41,40,40,27,36,54,40,33,19,40,40,48,29,-478,
8540,40,29,48,64,40,52,42,40,40,27,36,54,39,33,19,40,40,48,29,-478,
8640,40,26,48,67,40,52,41,40,40,27,36,54,40,33,19,40,40,48,29,-478,
