1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300
4,4,5,3,9,2,3,4,8,13,2,3,12,0,3,2,3,3,0,6,17,4,3,0,5,4,5,4,1,5,3,2,2,2,3,3,3,8,7,21,7,17,10,3,5,4,5,4,6,3,3,13,5,8,1,1,6,13,2,2,7,9,8,0,7,12,4,8,2,9,8,7,2,5,4,5,7,3,1,6,3,13,5,1,6,1,9,1,6,0,2,5,2,5,3,17,15,3,1,2,38,11,1,1,3,1,0,4,9,4,4,3,11,7,3,0,10,3,4,7,5,4,1,9,9,48,0,8,7,2,8,7,4,1,0,0,7,2,4,6,0,5,1,2,7,24,7,3,2,0,6,6,1,3,4,5,7,10,3,0,3,2,2,6,2,1,3,3,6,3,18,3,2,3,1,3,6,7,10,31,5,3,9,0,16,3,9,8,4,8,5,9,8,8,4,1,6,9,1,3,5,2,6,5,2,2,5,3,2,9,3,14,5,5,10,15,5,3,3,6,4,19,7,2,6,7,5,1,7,10,4,6,11,4,4,25,3,3,15,12,5,11,7,4,5,3,2,4,5,13,4,6,4,3,4,0,6,2,3,7,8,5,5,6,14,5,3,2,6,10,6,19,3,18,10,2,3,5,2,0,3,3,0,1,14,16,3,6,3,3,1,4,0,14,17,4,2,8,1,3
16,23,41,11,8,34,26,31,21,63,11,18,13,5,13,30,27,17,7,21,44,8,11,5,20,23,13,31,6,4,6,9,5,17,6,2,11,74,15,114,9,60,26,11,10,27,13,12,18,10,18,35,23,19,16,12,18,23,2,17,26,12,23,4,21,28,23,24,6,48,5,18,4,17,25,11,73,14,7,20,4,38,7,7,15,3,19,21,9,12,22,11,8,8,20,64,44,11,6,26,86,18,18,4,8,31,7,13,20,12,26,10,27,22,12,6,18,16,23,26,27,8,9,36,38,183,6,14,10,21,19,57,27,9,23,8,17,1,33,15,5,33,5,23,21,82,12,37,3,1,18,18,9,18,26,35,8,35,23,8,13,22,6,15,5,6,7,9,26,18,65,18,12,18,9,24,16,32,14,101,18,35,19,7,73,13,13,12,26,57,26,14,40,12,35,11,13,19,6,11,33,13,33,12,15,9,12,16,13,37,10,14,20,13,37,75,9,28,18,44,16,87,41,5,28,30,22,6,22,47,5,39,66,20,8,44,8,7,34,63,15,29,23,10,20,23,13,5,19,25,54,7,8,4,13,10,45,15,11,27,14,51,36,15,69,37,21,4,21,19,11,72,7,32,34,17,8,18,0,7,55,11,14,9,60,34,11,29,24,6,17,20,8,74,34,38,5,5,0,6
71,10,49,6,22,107,31,43,19,86,7,53,13,16,48,30,21,44,37,78,43,17,53,29,55,66,16,28,7,14,6,62,20,27,22,5,9,25,10,132,3,41,52,11,20,36,10,58,29,13,39,19,49,34,67,9,26,25,2,17,25,19,47,7,30,42,16,24,10,140,3,30,19,42,53,13,39,14,5,45,13,25,8,18,76,8,34,41,36,33,69,44,14,33,39,47,47,14,5,46,84,15,9,9,13,75,7,42,27,40,38,47,26,71,11,5,32,46,64,74,133,5,26,68,44,188,5,9,15,49,20,49,31,29,97,16,31,10,39,27,8,18,8,26,42,66,13,29,2,1,20,37,5,26,46,65,14,28,55,48,53,78,13,14,20,30,22,16,81,16,79,20,26,22,11,30,10,45,27,94,17,103,32,9,37,49,14,5,86,91,69,11,94,49,108,28,26,60,15,30,16,27,38,9,38,20,16,14,30,98,9,27,32,20,82,62,16,16,49,46,12,95,96,4,80,14,51,7,30,54,4,29,57,15,8,36,31,8,33,89,20,57,62,15,41,37,17,6,16,33,174,20,26,7,21,25,44,45,16,43,22,96,19,15,56,86,63,6,39,15,31,57,14,58,60,73,5,45,4,40,61,20,78,9,46,27,53,44,61,56,88,80,3,54,27,54,23,25,2,19
